Tag,seq_rep,sample_title,trial,diet,age,total_mass
T3_gos_27_rep23,NA,23,T3,gos,27,1928
T3_gos_35_rep23,NA,23,T3,gos,35,2611
T3_gos_0_rep24,NA,24,T3,gos,0,35
T3_gos_7_rep24,NA,24,T3,gos,7,273
T3_gos_10_rep24,NA,24,T3,gos,10,687
T3_gos_20_rep24,NA,24,T3,gos,20,1184
T3_gos_27_rep24,NA,24,T3,gos,27,1903
T3_gos_35_rep24,NA,24,T3,gos,35,2713
T3_gos_0_rep25,NA,25,T3,gos,0,37
T3_gos_7_rep25,NA,25,T3,gos,7,313
T3_gos_10_rep25,NA,25,T3,gos,10,593
T3_gos_20_rep25,NA,25,T3,gos,20,1073
T3_gos_27_rep25,NA,25,T3,gos,27,1762
T3_gos_35_rep25,NA,25,T3,gos,35,2517
T3_gos_0_rep27,NA,27,T3,gos,0,37
T3_gos_7_rep27,NA,27,T3,gos,7,260
T3_gos_10_rep27,NA,27,T3,gos,10,678
T3_gos_20_rep27,NA,27,T3,gos,20,1187
T3_gos_27_rep27,NA,27,T3,gos,27,1848
T3_gos_35_rep27,NA,27,T3,gos,35,2596
T3_gos_0_rep29,NA,29,T3,gos,0,41
T3_gos_7_rep29,NA,29,T3,gos,7,315
T3_gos_10_rep29,NA,29,T3,gos,10,684
T3_gos_20_rep29,NA,29,T3,gos,20,1124
T3_gos_27_rep29,NA,29,T3,gos,27,1794
T3_gos_35_rep29,NA,29,T3,gos,35,2549
T4_ctlLj_35_rep1,NA,3.1,T4,ctlLj,35,2831
T4_ctlLj_35_rep2,NA,3.2,T4,ctlLj,35,2813
T4_ctlLj_35_rep3,NA,3.3,T4,ctlLj,35,2737
T4_ctlLj_35_rep4,NA,3.4,T4,ctlLj,35,2718
T4_ctlLj_35_rep5,NA,3.5,T4,ctlLj,35,2699
T4_ctlLj_35_rep6,NA,3.6,T4,ctlLj,35,2896
T4_ctlLj_35_rep7,NA,3.7,T4,ctlLj,35,3012
T4_ctlLj_35_rep8,NA,3.8,T4,ctlLj,35,2939
T4_ctlLj_35_rep9,NA,3.9,T4,ctlLj,35,2878
T4_gosLj_35_rep1,NA,4.1,T4,gosLj,35,3112
T4_gosLj_35_rep2,NA,4.2,T4,gosLj,35,2843
T4_gosLj_35_rep3,NA,4.3,T4,gosLj,35,2930
T4_gosLj_35_rep4,NA,4.4,T4,gosLj,35,3090
T4_gosLj_35_rep5,NA,4.5,T4,gosLj,35,2882
T4_gosLj_35_rep6,NA,4.6,T4,gosLj,35,2822
T4_gosLj_35_rep7,NA,4.7,T4,gosLj,35,3088
T4_gosLj_35_rep8,NA,4.8,T4,gosLj,35,2945
T4_gosLj_35_rep9,NA,4.9,T4,gosLj,35,2952
T4_gosLj_35_rep10,NA,4.10,T4,gosLj,35,2949
T5_gosLc_35_rep1,NA,1.1,T5,gos,35,1931
T5_gosLc_35_rep2,NA,1.2,T5,gos,35,1745
T5_gosLc_35_rep3,NA,1.3,T5,gos,35,2270
T5_gosLc_35_rep4,NA,1.4,T5,gos,35,1803
T5_gosLc_35_rep5,NA,1.5,T5,gos,35,2240
T5_gosLc_35_rep6,NA,1.6,T5,gos,35,1958
T5_gosLc_35_rep7,NA,1.7,T5,gos,35,1998
T5_gosLc_35_rep8,NA,1.8,T5,gos,35,2260
T5_gosLc_35_rep9,NA,1.9,T5,gos,35,2080
T5_gosLc_35_rep10,NA,1.1,T5,gos,35,2040
T5_gos_35_rep1,NA,2.1,T5,gos,35,2066
T5_gos_35_rep2,NA,2.2,T5,gos,35,2298
T5_gos_35_rep3,NA,2.3,T5,gos,35,1840
T5_gos_35_rep4,NA,2.4,T5,gos,35,2007
T5_gos_35_rep5,NA,2.5,T5,gos,35,2239
T5_gos_35_rep6,NA,2.6,T5,gos,35,2105
T5_gos_35_rep7,NA,2.7,T5,gos,35,1942
T5_gos_35_rep8,NA,2.8,T5,gos,35,1989
T5_gos_35_rep9,NA,2.9,T5,gos,35,1778
T5_gos_35_rep10,NA,2.1,T5,gos,35,1874
T5_ctl_35_rep1,NA,3.1,T5,ctl,35,2108
T5_ctl_35_rep2,NA,3.2,T5,ctl,35,1812
T5_ctl_35_rep3,NA,3.3,T5,ctl,35,1877
T5_ctl_35_rep4,NA,3.4,T5,ctl,35,1909
T5_ctl_35_rep5,NA,3.5,T5,ctl,35,1862
T5_ctl_35_rep6,NA,3.6,T5,ctl,35,1806
T5_ctl_35_rep7,NA,3.7,T5,ctl,35,1954
T5_ctl_35_rep8,NA,3.8,T5,ctl,35,1897
T5_ctl_35_rep9,NA,3.9,T5,ctl,35,1748
T5_ctl_35_rep10,NA,3.1,T5,ctl,35,1701
T5_ctlLc_35_rep1,NA,4.1,T5,ctl,35,1718
T5_ctlLc_35_rep2,NA,4.2,T5,ctl,35,1890
T5_ctlLc_35_rep3,NA,4.3,T5,ctl,35,1525
T5_ctlLc_35_rep4,NA,4.4,T5,ctl,35,2015
T5_ctlLc_35_rep5,NA,4.5,T5,ctl,35,2080
T5_ctlLc_35_rep6,NA,4.6,T5,ctl,35,1825
T5_ctlLc_35_rep7,NA,4.7,T5,ctl,35,1932
T5_ctlLc_35_rep8,NA,4.8,T5,ctl,35,1840
T5_ctlLc_35_rep9,NA,4.9,T5,ctl,35,1970
T5_ctlLc_35_rep10,NA,4.1,T5,ctl,35,1890
